aid,uid,label
191,2049676,-1
748,40831594,-1
1918,41082348,-1
191,55815522,-1
1254,36813686,-1
1904,40171024,-1
454,36563890,-1
727,68184781,-1
369,74951404,-1
369,38317579,-1
2031,76332684,1
692,6055437,-1
966,46857327,-1
1468,24391086,-1
2054,79157311,1
2205,1794079,-1
2118,17989564,-1
1728,64521951,-1
1119,23126864,-1
2118,67732118,-1
302,11474433,-1
561,46999779,-1
70,66211487,-1
846,19723247,-1
2054,9503729,-1
765,66060300,-1
1291,55085958,-1
2031,43215744,-1
1605,29184358,-1
191,25046479,-1
411,38248212,-1
1377,35000193,-1
2050,20864039,-1
916,32806537,-1
286,27248885,-1
1415,38602290,-1
1017,38120771,-1
411,13303465,-1
1277,26755177,-1
692,49570421,-1
1468,59271290,-1
191,19813757,-1
1021,15570249,-1
1291,54934631,-1
70,61430730,-1
2154,10275276,1
2047,12462510,-1
136,40842714,-1
404,3204937,-1
1201,80707749,-1
369,71937874,-1
1140,51512257,-1
1605,453405,-1
117,12771345,-1
692,17124772,-1
1017,8308540,-1
692,39085971,-1
1201,25805460,-1
699,59361320,-1
2054,51689220,-1
191,56736044,-1
1291,16578343,-1
117,54204060,-1
1566,16279121,-1
369,1534431,-1
916,33049998,-1
70,14652716,-1
136,26426132,-1
1781,70372904,-1
98,2885982,-1
792,52874995,-1
117,25098820,-1
519,26266953,-1
1530,15958094,-1
1566,31117903,-1
1140,25139155,-1
1962,59101487,-1
74,25104076,-1
1449,45909908,-1
450,62510001,-1
1415,42668111,-1
1566,12953602,-1
1119,56735110,-1
1496,53393912,-1
1468,50455154,-1
692,72903673,-1
136,52767839,-1
2031,51755533,-1
12,18516303,-1
1622,44102998,-1
692,35866090,-1
1119,32620852,-1
1940,21172572,-1
692,54058956,-1
1201,68136756,-1
1291,80051775,-1
561,32994598,-1
1716,48023977,-1
543,63904136,-1
1277,14638440,1
1379,62716266,-1
117,11255122,-1
1605,62800567,-1
1449,27781693,-1
1716,75882533,1
2054,66254398,-1
1119,33605409,-1
1379,50178580,-1
1415,45094511,-1
1918,9188129,-1
411,50005007,-1
1781,76161827,-1
1622,53436473,-1
1566,72075693,-1
1377,76180619,-1
173,63083021,-1
191,21248026,-1
1910,27765838,-1
1918,49296127,-1
1021,78487619,-1
561,70018581,-1
436,13929437,-1
1291,51468062,-1
432,71593329,-1
1119,71237144,-1
1621,22845796,-1
117,6950219,-1
2031,81389047,-1
1291,56662042,-1
389,26569731,-1
725,32262172,-1
174,52770106,-1
70,64787120,-1
1827,42889060,-1
692,15947198,-1
2118,35568081,-1
1468,33819094,-1
699,55003601,-1
1827,60821722,-1
1351,52215720,-1
1119,32342915,-1
1962,22449259,-1
2118,39895348,-1
1790,11535968,-1
1119,26157737,-1
432,71235950,-1
411,70152986,-1
411,37906233,-1
692,73927030,-1
1044,7771931,-1
121,32315030,-1
1530,68375243,-1
1918,44521732,-1
914,65460647,-1
1254,59073916,-1
692,65920504,-1
1468,82492997,-1
853,3225552,-1
1596,13835810,-1
1605,44727790,-1
1407,76318415,-1
699,45250794,1
1940,68554395,-1
1379,5587319,-1
136,5256815,-1
70,21760165,-1
311,48752842,-1
1596,29220502,-1
1119,57741697,-1
1468,48505245,-1
1496,47251934,-1
2050,5288913,1
1918,58227286,-1
624,33382752,-1
2013,51440428,-1
2031,37574742,-1
1377,45964804,-1
1085,6765482,-1
1317,7890099,1
1377,22717626,-1
1566,13486795,-1
1017,61398023,-1
432,32558799,-1
2118,48945945,-1
1530,54120227,-1
136,64449323,-1
1119,45048680,-1
1119,76536180,-1
411,59572777,-1
543,2704729,-1
660,21251247,-1
145,61707984,-1
191,63040398,-1
561,26139381,-1
699,46271955,1
1957,39520080,-1
272,41204726,-1
1605,81262774,-1
231,43492386,-1
1918,35485362,-1
1530,34576003,1
117,60478137,-1
411,25065473,-1
2118,35118692,-1
2031,42965351,-1
1291,7772092,1
1119,8942756,-1
1605,53778084,-1
2154,33807331,-1
191,47270360,-1
1291,46559298,-1
1468,67581953,-1
519,15129570,-1
916,44635861,-1
2118,76585422,-1
1468,10463321,-1
1605,13732760,-1
543,47887506,1
404,80564224,-1
966,75494820,-1
70,11644014,-1
404,5803882,-1
692,26579142,-1
302,2158311,-1
1847,29070293,-1
1140,15368854,-1
117,17184054,-1
1415,59367283,-1
1119,35261738,-1
1468,71699960,-1
1230,12985794,-1
1671,443901,-1
173,52709911,-1
2068,28797244,1
70,32742062,-1
136,64101189,-1
191,54237431,-1
411,69661996,-1
914,8762891,-1
1716,68044665,-1
2118,22047081,-1
191,34892555,-1
1201,19589750,-1
1950,64644665,-1
70,22673669,-1
2031,32043225,-1
1317,45086948,-1
302,78223761,-1
1415,62749994,-1
748,54828345,-1
1119,23946525,1
177,70842477,-1
1254,2743187,-1
692,40101119,-1
966,73593768,-1
894,24435802,1
914,2442311,-1
117,15169865,-1
1017,17417090,-1
70,22523073,1
846,63768574,-1
454,30525120,-1
1566,67520376,-1
561,46483666,-1
727,55822313,-1
1566,60377758,-1
1449,36595622,-1
519,3949315,-1
1119,21748837,-1
145,34515317,-1
1957,6483506,-1
2201,39924701,-1
914,51031235,-1
1950,35605875,-1
2066,41721478,-1
1291,68222125,-1
692,11651522,-1
1904,65829774,-1
561,25740894,-1
692,44612365,-1
692,45394436,-1
70,47655618,-1
1468,66902521,-1
1918,20238875,-1
121,17629075,-1
543,61146183,-1
191,69868919,-1
966,78151041,1
966,23978252,-1
1950,48912577,-1
121,45966186,-1
1291,44982763,-1
543,39800391,-1
692,5049636,-1
1596,58381002,-1
1930,77025600,-1
699,70714008,-1
145,9372244,-1
70,15017819,-1
692,72779140,-1
1407,43635196,-1
692,42920911,-1
765,9595844,-1
1119,50772188,1
1746,57936117,-1
136,58982982,-1
191,14694295,-1
136,13676091,-1
12,71412855,-1
1291,2561748,-1
1291,68892673,-1
914,18118355,-1
1254,77294674,1
1931,47902412,-1
1021,35117552,-1
136,19890685,-1
1841,35425459,-1
1940,5325364,-1
70,12843274,-1
660,59225233,-1
1847,57803603,-1
191,25021408,-1
1790,42336649,-1
389,74717619,-1
692,53402786,-1
70,38044026,-1
2013,62047906,-1
1483,37768566,-1
117,7648169,-1
692,37864047,-1
1605,32928028,-1
12,42555455,-1
173,3331315,-1
411,10974240,-1
191,38794131,-1
206,29126478,-1
692,23714755,-1
2013,78742895,-1
1119,35976560,-1
1714,32141010,-1
1379,54623627,-1
411,78256036,-1
389,77605667,-1
212,82270408,-1
1621,13983939,-1
1468,21266913,-1
1338,29161861,-1
692,29203910,-1
1827,57008943,-1
939,28040530,-1
886,37340735,-1
543,24083375,-1
2118,23108498,-1
136,66432161,-1
1566,60120104,-1
846,19691654,-1
389,80733293,-1
561,2484803,-1
1119,12559653,-1
411,22383856,-1
1291,6955344,-1
411,73694517,-1
1119,64838084,-1
1254,50145512,-1
12,74500271,-1
1605,31444047,-1
404,45278955,-1
916,42833238,-1
1918,25995870,1
1819,1519526,1
302,31146160,-1
2112,56989367,-1
1291,81594154,-1
688,28347007,-1
1728,57554541,-1
1119,81359790,-1
914,40416484,-1
1119,3307567,-1
1950,17281665,-1
191,38647996,-1
1827,7138539,-1
12,58877791,-1
1468,8277863,1
1940,82113015,-1
1375,26599481,-1
1379,52075410,-1
1291,32633051,-1
1201,43331968,-1
1468,59025384,-1
1201,17909050,-1
206,75371409,-1
1781,29238531,-1
1622,61766353,-1
1918,75579097,-1
543,29004023,-1
1021,76807653,-1
302,45962837,-1
692,56116902,-1
1017,4385080,-1
136,844996,-1
2118,71874239,-1
1407,42955932,-1
369,61696701,-1
1950,6923359,-1
1530,70428299,-1
311,63116647,-1
7,12347837,-1
191,71880768,-1
1119,43417664,-1
70,27297746,-1
2031,65915491,-1
311,3184220,-1
792,80266939,1
1291,23024160,-1
2118,9723199,-1
1291,72120205,-1
2201,34016434,-1
411,24264220,-1
231,80900215,1
692,71325323,-1
1021,1512140,-1
2118,3859214,-1
191,7455924,-1
1468,53956823,1
1415,72100920,-1
692,26650261,-1
692,3908208,-1
70,22766310,-1
302,18023582,-1
681,67102940,1
411,49216217,-1
1918,70709213,-1
302,36912742,-1
1407,61778811,-1
411,3822969,-1
692,37600357,-1
2066,41512842,-1
206,33190165,-1
1827,52375499,-1
191,81133930,-1
74,61686583,1
411,5515114,1
951,78762206,-1
692,48140223,-1
1021,66086059,-1
1605,37354717,-1
727,63516033,-1
975,17805828,-1
916,52254211,-1
1605,25901604,-1
1468,39058783,-1
1605,64990338,-1
1749,56387299,-1
404,3618353,-1
1119,9190023,-1
117,56427603,-1
1714,43595122,-1
1291,38363111,-1
2118,37017595,-1
117,71423605,-1
1566,64234595,-1
1530,41756542,-1
1119,14292742,-1
1254,35776730,-1
389,54260450,1
1605,12457191,-1
692,66400006,-1
1530,35156346,-1
1021,71065349,-1
1202,76963248,-1
1254,30755693,-1
411,41603247,-1
1468,78038288,-1
432,14593103,-1
1918,17812466,-1
1317,33297877,-1
1622,71724822,-1
302,42747724,-1
1119,40076875,-1
1291,75103360,-1
1468,59391454,-1
2196,63913315,1
1605,66534449,-1
1566,78236726,-1
561,60460723,-1
1377,6892252,-1
136,60334889,-1
70,25951156,-1
1918,20215332,-1
1566,54535165,-1
2031,75509230,-1
404,57975119,-1
1119,68586600,-1
70,28173593,-1
1119,122693,-1
70,49358761,-1
699,33028905,-1
1254,31556798,-1
1119,31610351,-1
1119,70222941,-1
191,1411242,-1
692,35767569,-1
765,77512355,-1
692,4077771,-1
1119,27559826,-1
1468,9942551,-1
191,45921445,-1
2118,77858261,-1
1749,31999961,1
1781,21096122,-1
692,72837833,-1
1635,16183632,1
1468,78422524,-1
1918,46802970,1
846,64600066,-1
389,17308550,-1
191,66874855,-1
1605,32335993,-1
1605,40131985,-1
1507,45227935,-1
1291,23218272,-1
7,5926061,-1
1749,54398611,-1
914,25176304,1
286,50200953,-1
1415,60371765,-1
2118,67930999,-1
302,63288667,-1
1017,42375709,-1
1827,36594218,-1
411,27734053,-1
692,7893619,-1
846,18201683,1
1017,25904588,-1
1530,16404472,-1
117,57119311,-1
1415,44028013,-1
1468,66592937,-1
2031,26782195,-1
960,63575983,-1
699,81940407,-1
12,55865818,-1
1379,75894409,-1
1566,31778515,1
2031,77897209,-1
369,49650608,-1
369,75170695,-1
1379,49259490,-1
117,6138322,-1
1940,36591482,-1
18,77906576,-1
1119,43708852,-1
692,18801177,-1
411,26577285,-1
1508,28385206,-1
404,6475073,-1
561,32878401,-1
1468,65792119,-1
1468,79977427,-1
411,41056771,-1
894,63898085,-1
212,71329262,-1
727,5304615,-1
1605,74348258,-1
727,70663218,-1
136,3224999,-1
914,16231091,-1
389,3923606,1
411,10330961,-1
1918,80950722,-1
2013,21628442,-1
1415,26478643,-1
1950,44757761,-1
2048,36052689,1
692,33636929,-1
1291,65059242,-1
1508,63034790,-1
748,4659865,-1
1966,49512167,-1
1605,26649201,-1
1970,3063821,-1
561,33068064,1
1023,54723988,-1
191,30614335,-1
875,58913930,-1
1605,25378551,1
411,50661600,-1
1377,773520,-1
2205,47169802,-1
1201,54483923,-1
411,43799294,-1
2068,16707894,-1
2031,21000275,-1
389,68540314,-1
1468,73258933,-1
1317,78598964,-1
1317,44665042,-1
432,60741781,-1
1317,61153970,-1
191,21593938,-1
1017,56363585,-1
1021,75303248,-1
960,33352339,-1
177,34225086,-1
529,62806258,-1
1044,28443736,-1
846,79423035,-1
231,74173348,-1
1338,56464760,-1
411,35122039,-1
1291,65057938,-1
70,35950268,-1
914,76781231,-1
681,46887146,-1
1468,49674356,-1
792,76375101,-1
692,44429640,-1
1415,34184653,-1
916,62092577,-1
1449,75393465,-1
886,77962887,-1
411,70107808,-1
411,10479901,-1
1021,16167385,-1
2031,66401537,-1
846,70479203,-1
1021,61001652,-1
692,77766723,-1
1415,20695213,-1
1119,9400335,-1
432,44181107,-1
1530,75544064,-1
1503,75520817,-1
1119,18091635,-1
1827,4526893,1
389,37350023,-1
173,76334272,-1
1085,42039648,-1
914,41248739,-1
1284,18153962,-1
1790,12123269,-1
1017,32618156,1
1622,13839980,1
886,76104262,-1
1407,72021302,-1
1291,68643128,-1
1871,35815131,-1
1291,14997200,-1
70,22748314,-1
1415,1973716,-1
1291,56183501,-1
1291,56603823,-1
1605,48634646,-1
1023,55294258,-1
1017,79380252,-1
1918,8204928,-1
1622,3452796,-1
1496,19232136,-1
86,49526646,1
1918,37663136,-1
692,46692429,1
1291,11744583,-1
1728,39630928,-1
1379,7507940,-1
894,2778995,-1
692,7767462,-1
2118,52822292,-1
411,3412241,-1
1021,54650728,-1
311,13068742,-1
2068,10380369,-1
692,23973550,-1
1468,49760069,-1
12,8234222,-1
916,64688938,-1
792,78792386,-1
1468,79805039,-1
191,46211123,-1
70,46396781,-1
692,51089955,-1
692,53794336,-1
411,12173501,-1
191,63119058,-1
561,56596899,-1
561,81892881,-1
411,67782353,-1
1918,42345103,-1
70,18318030,-1
206,57915700,-1
1819,24406949,-1
411,20251620,-1
1566,55786930,-1
411,60073011,-1
1107,65057300,-1
1566,19003895,-1
411,16281657,-1
543,37491179,-1
561,71180486,-1
173,32404944,-1
2031,12600512,-1
1566,76321760,-1
1605,7949742,-1
411,45898504,-1
432,8978681,-1
960,35916602,-1
411,68259726,-1
86,11325527,-1
1566,46458298,-1
389,5781384,-1
846,38445202,-1
1827,67393310,-1
1317,68243625,-1
1468,38031229,-1
70,21505648,-1
1140,45210044,-1
1507,27837547,-1
302,55342096,-1
286,41912157,-1
1918,79429694,1
411,55867206,-1
2031,68906468,1
1140,66736771,-1
561,50345935,-1
1918,78204957,-1
2118,66492417,-1
1749,24408022,-1
1291,41514171,-1
2013,24681537,-1
1415,58648767,-1
1407,60761680,-1
792,13773728,-1
561,33120829,1
1017,13262185,-1
748,75520815,-1
927,47268099,-1
70,43585775,-1
1027,25026770,-1
2050,43514630,-1
692,8203543,-1
692,5366991,-1
1714,37871979,-1
1790,6435727,-1
725,81198346,-1
1605,52675390,-1
1291,42119559,1
1119,54708501,-1
748,58337822,-1
1605,17511376,-1
432,26326216,1
916,41659812,-1
914,48103558,-1
1918,10513557,1
1566,55197068,-1
692,28775259,-1
977,63380234,-1
1291,3049981,-1
846,14640806,-1
2050,43272063,1
960,1107498,-1
1566,43645557,-1
894,38206660,-1
70,16722831,-1
2031,66196216,-1
1119,62392031,-1
389,50677735,-1
191,46362167,-1
561,68225755,-1
1023,80188586,-1
1377,80851025,-1
2013,28768912,-1
561,74721215,-1
404,58310175,-1
1672,79134107,-1
302,50579071,-1
692,10517951,-1
1566,28347032,-1
231,18450129,-1
966,19816609,1
1291,29538114,-1
1119,56055534,-1
1605,72566333,-1
1894,60153501,-1
1291,72071112,-1
454,62206666,-1
2048,63510563,-1
2201,60728697,-1
164,25468524,-1
311,32781722,-1
191,17464300,-1
1021,45122974,-1
1605,68116194,-1
1842,24827772,-1
411,55876993,1
1119,65874135,-1
191,56755000,-1
1496,30827092,-1
966,22818727,-1
561,60833337,-1
914,1554478,1
2050,5032427,-1
939,68278284,-1
136,65774782,-1
1714,10993979,-1
725,48352103,-1
692,76589922,-1
1317,38243711,-1
1254,27986477,-1
389,12310192,-1
1338,77039984,-1
1377,52002450,-1
2068,10486783,-1
2216,69912378,-1
692,63854782,-1
914,81955861,-1
1781,57129961,-1
1468,22710177,-1
838,27346826,-1
1746,82339670,-1
1790,42285831,-1
411,35353742,-1
1027,43196342,-1
1605,31474406,-1
389,13362288,-1
404,1218813,1
846,4546572,-1
846,4917503,-1
1468,30188434,-1
1918,33446046,-1
692,17680543,1
1605,35579612,-1
692,67454410,-1
1415,35756289,-1
2013,82039604,-1
1201,43563548,-1
164,24013852,-1
725,22105147,-1
1605,34857943,-1
113,45021177,-1
1468,68259453,-1
1918,3512396,-1
1918,32779938,-1
1017,36461644,-1
1468,32262667,-1
411,80962670,-1
932,50251999,-1
1023,80025190,-1
70,40885738,-1
1021,19316289,-1
692,12593248,-1
1415,58197484,1
1918,40486505,-1
177,6275923,-1
1119,27897322,-1
1291,56361149,-1
727,15383599,-1
1918,79717087,-1
846,71999172,-1
692,41975782,-1
369,73239603,-1
1566,44857286,-1
1291,34196921,-1
286,22241231,-1
1119,70838267,-1
561,70125430,-1
369,59167268,-1
191,50393621,-1
1407,17348742,-1
302,20912423,-1
1107,48865240,-1
1605,23726709,-1
1291,23425814,-1
2066,43812370,-1
302,68999480,-1
136,75878685,-1
1119,55851490,-1
1966,20182901,-1
1291,75514764,-1
191,38038312,-1
561,76241940,1
12,71963185,-1
12,76668266,-1
914,52043122,-1
2050,2623312,-1
966,37359631,-1
1119,15834862,-1
1468,59573422,1
7,63959379,-1
191,40607242,-1
2197,26260571,-1
1254,73699820,-1
725,51569461,-1
2044,24721191,-1
1021,31608516,-1
70,23489172,-1
1407,48303311,-1
846,6244961,-1
1291,67660173,-1
916,67309124,-1
914,22172992,-1
212,14018443,-1
692,22266117,-1
1291,25605049,-1
1483,63179013,-1
1140,57564142,-1
411,40931689,-1
977,69862677,1
1119,56595874,-1
1918,23536315,-1
2068,43407895,-1
692,34750007,-1
1044,77912425,-1
1379,25829345,-1
1291,46212195,-1
1119,72053478,-1
272,7867471,-1
966,38199277,-1
1407,51701470,-1
1530,32000952,-1
471,51489482,-1
1140,14357641,-1
1119,12022120,-1
543,79809568,-1
1918,50012357,-1
1201,22512559,1
1429,11259565,-1
529,3215889,1
1291,50058901,-1
1119,51337427,-1
2031,74364691,-1
311,60083030,-1
302,33156221,-1
1291,15081222,-1
1119,77967409,-1
411,51999668,-1
411,60867029,-1
1338,12646994,-1
173,18590174,-1
543,3274122,-1
1918,2992511,-1
1714,11545150,-1
7,74971842,-1
1468,39874301,-1
692,20849335,-1
2031,5756305,-1
2169,72592818,-1
914,15846131,-1
1622,61244031,-1
1119,81627966,-1
1254,12224621,-1
191,42638447,-1
2216,96215,-1
846,53317317,-1
411,24154692,-1
1749,12929866,-1
692,13259974,-1
1468,54014324,-1
1044,76094295,-1
2048,17844205,-1
2050,18574665,-1
2047,38399058,-1
692,58813311,-1
1468,70287710,-1
311,49876158,-1
70,15309327,-1
1827,66827581,-1
1749,62950530,-1
177,57736637,-1
1566,74921088,-1
2013,5634773,1
914,74012298,-1
2154,24213905,1
18,27796474,-1
174,16399264,-1
727,52540246,-1
1468,13077980,-1
411,48925734,-1
1119,2137878,-1
1566,26676886,-1
1781,32459513,-1
1407,75624283,-1
1468,4322337,-1
113,80034965,-1
692,26429278,-1
173,44052542,-1
727,13370114,-1
191,5921358,-1
1468,73670681,-1
369,19977043,-1
1566,22566111,-1
191,47096513,-1
2118,19643994,-1
1415,48959273,-1
1119,75918644,-1
1119,51045676,-1
1254,54293050,-1
1119,30699482,-1
939,44498242,-1
561,11396968,-1
1291,20868364,-1
1622,41518856,-1
1530,26836655,-1
1566,10590363,-1
2044,36773186,-1
136,67467662,-1
1468,52449359,-1
454,45397071,-1
1918,38595240,-1
389,60246548,-1
1107,32350348,-1
1599,70929348,-1
1291,21106033,-1
436,11804681,-1
1483,37646998,-1
411,26219385,-1
1599,43945891,-1
2112,4146642,-1
1407,27042206,-1
286,36992163,1
1407,7559027,-1
1379,49343648,1
1566,54959967,-1
1819,26246610,1
561,55844624,-1
1468,42769038,-1
411,45478986,-1
7,47287411,-1
1119,53471924,-1
692,40041708,-1
1894,22433815,-1
1291,76590438,-1
1291,65448072,-1
117,77101054,-1
1950,69773059,-1
1827,73292607,1
692,74485723,-1
903,22021081,-1
117,142557,-1
12,37454042,-1
1468,33477738,-1
2013,5250367,-1
1201,58143244,-1
12,42239958,-1
191,72988148,-1
98,70276503,1
389,58063312,-1
145,37487691,-1
916,11020423,-1
1119,7869579,-1
1291,14271218,-1
1407,12339812,-1
2031,5442783,-1
1375,62757472,-1
2050,39953959,-1
1468,22841000,-1
286,78582132,-1
1566,58075971,-1
561,36362468,-1
692,17190699,-1
286,49739769,-1
2013,62763526,-1
1950,7514017,-1
411,55684971,-1
1377,70034906,-1
1950,45937243,-1
2044,29958112,-1
1635,4242804,-1
951,30605787,-1
70,33487026,-1
1468,28548107,-1
1918,13967875,-1
1119,63039454,-1
1566,77620725,-1
1291,51183928,1
561,13914145,-1
1379,53135801,-1
1407,48488495,1
1415,41287760,-1
145,40433434,-1
1605,80126258,-1
561,78177650,-1
727,34664865,-1
1622,3053067,-1
914,69427945,-1
1605,66953826,-1
1377,10796871,1
692,71156335,-1
1950,34558385,-1
12,71699948,-1
1918,25992272,-1
1468,56331424,-1
1930,70709411,-1
1468,69434695,-1
212,82470328,-1
1254,56040802,-1
1415,25474045,-1
1918,33919263,-1
914,14683601,-1
432,58903501,-1
411,73100962,-1
117,22515028,-1
846,62240507,-1
1284,21313869,-1
1201,32447900,-1
2118,42827652,-1
389,75115785,-1
2048,21708246,-1
411,29346847,-1
411,65349783,-1
1468,29331010,-1
914,3623226,-1
671,32859496,-1
1119,78027214,1
70,33489966,-1
692,10176187,-1
1918,17710987,-1
1781,68342855,-1
977,9910539,-1
1291,2862385,-1
1566,55597566,-1
286,9532294,-1
411,56071185,-1
18,43212294,-1
1317,64338666,-1
1379,28916098,-1
1119,47721751,-1
1044,46534327,-1
336,22474457,-1
692,73373412,-1
1503,74995763,-1
1291,58461901,-1
1119,60189689,-1
70,48905862,-1
1746,64090081,-1
389,51969272,-1
916,31286904,-1
914,31333542,-1
914,32204738,-1
1605,81247010,-1
561,67602564,-1
191,7835592,-1
1931,69664990,-1
692,24738641,-1
1119,21648047,-1
1496,15100403,-1
2205,76332613,-1
1254,31861272,-1
853,21855121,-1
1950,34203046,-1
369,82369539,-1
70,39015120,-1
846,26044173,-1
191,29791499,-1
74,13076227,-1
692,18390968,-1
173,44070209,-1
2216,51415302,-1
529,58305733,-1
1530,43977858,-1
1566,1294110,-1
765,24197128,-1
404,35712878,-1
1918,55242736,-1
98,40702435,-1
1140,39197377,-1
2031,17693883,-1
1918,3836871,-1
411,32064025,-1
70,33282073,-1
692,80216174,1
411,38741071,-1
1140,25076800,-1
1107,79703319,-1
2013,73891542,-1
212,24016306,1
1503,34114648,-1
164,64840502,-1
2048,1544167,-1
2118,72959096,-1
1950,19476100,-1
1962,52329901,1
660,23170866,-1
1119,72967261,-1
1415,42460603,-1
1468,56826337,1
1716,71932139,-1
748,80903003,-1
411,45034781,-1
916,73392132,-1
191,40914315,-1
1596,37639432,-1
1379,17694934,-1
302,46281428,-1
117,53997877,-1
846,48373702,-1
1119,79643748,-1
1468,2193546,-1
70,43849788,1
1950,11360132,-1
1415,64794246,-1
1468,31426143,-1
692,37511978,-1
916,15979688,-1
1503,27942046,-1
1918,34793679,-1
206,21560211,-1
792,12768412,-1
369,27446629,-1
2048,8528483,-1
311,22860710,-1
411,9955958,1
1950,58549066,-1
916,71173293,-1
389,33865662,-1
1749,54918345,-1
1291,3855368,-1
411,13169693,-1
191,30472042,-1
624,2583288,-1
692,55065590,-1
914,36984389,-1
411,4352564,-1
543,67822832,-1
117,594755,-1
561,27496386,-1
1468,45175483,-1
543,46085162,-1
302,11580042,-1
1596,1571359,-1
302,71954652,-1
914,35870802,-1
1291,27963144,-1
725,57205760,-1
1468,62500095,-1
561,21012876,-1
748,29536685,-1
1377,78063524,-1
420,78356944,-1
686,26648722,-1
1950,52891625,-1
1379,43807946,-1
1230,41338094,-1
173,6789337,-1
311,44611084,-1
1605,2617353,-1
1017,60881923,-1
561,28923665,-1
389,21707105,-1
1119,23431350,-1
12,35440170,-1
1566,38572110,-1
369,21278084,-1
1998,71735991,-1
692,73322848,-1
404,79226862,-1
1379,44519882,-1
12,29047916,-1
411,56362539,-1
1291,50978966,-1
1468,16591126,1
70,48993080,-1
432,78952157,-1
1596,51152821,-1
1714,33536914,-1
2118,39176991,-1
846,67545344,-1
1291,31446516,-1
1119,76264778,-1
647,26192645,-1
846,3764794,-1
1377,25435021,-1
1119,35805955,1
70,42935232,1
1375,43588293,-1
1407,49051527,-1
748,22617021,-1
1950,39131491,-1
2031,51729066,-1
117,20604474,-1
1021,54011358,-1
727,74778562,-1
1468,72634844,-1
2031,1142021,-1
727,42417622,-1
692,58036880,-1
1950,54080246,-1
117,46395533,-1
1781,53051875,-1
1350,5831421,-1
1291,70139474,-1
692,57320445,-1
1918,46206811,-1
173,57994139,-1
411,38179714,-1
692,26789490,-1
688,8924571,-1
1714,64440513,-1
1415,27808896,-1
692,56836029,-1
1596,73854780,-1
389,82095969,-1
1842,10512878,-1
1918,70966762,-1
1254,75975700,1
1023,22731390,-1
692,11927089,-1
686,54451191,-1
846,3623666,-1
2013,62424545,-1
1918,20431352,-1
420,34921846,-1
471,70284075,-1
191,12637377,-1
136,69535228,-1
302,38459765,-1
1377,3023454,-1
1021,25921932,-1
1918,77084906,-1
1918,23200542,-1
191,9184526,-1
1377,69858899,1
1827,18562868,-1
191,25238808,-1
1291,71568546,-1
1918,5827392,-1
1841,65822161,-1
1415,77359686,-1
1950,60147130,-1
1468,25852156,-1
1605,58306723,-1
1468,54534151,-1
2031,64384770,-1
1171,32980674,1
1119,51006304,-1
686,36416348,1
1291,22855641,-1
1375,44638664,-1
1566,79714379,-1
853,64053917,-1
74,3111722,-1
916,36315282,-1
432,21202525,-1
846,80640327,-1
692,56663355,-1
2048,4190477,-1
1291,5034193,-1
519,45210201,-1
411,64259349,-1
98,4229468,-1
1284,64993837,-1
1530,27028803,-1
1728,32694921,-1
561,19787694,-1
1566,23496529,-1
1379,24707909,-1
1379,56569549,-1
1201,44420877,-1
686,5880471,-1
212,78298826,-1
692,29437616,-1
1596,53298996,-1
1107,14950411,-1
966,35651965,-1
191,24677128,-1
136,72726653,-1
1950,37570253,-1
1407,9063342,-1
846,81124038,-1
1605,56906159,-1
1407,64269307,-1
1635,58012976,-1
121,8535720,-1
420,2249393,-1
914,2141962,-1
1254,27022005,-1
136,3482761,-1
1119,12559369,-1
725,16767786,-1
1291,51733723,-1
1970,9970273,-1
1530,30044220,-1
1119,56131196,-1
1566,1835703,1
2048,55225394,-1
117,48939283,-1
1468,67835540,-1
1017,10144951,-1
519,25202512,-1
914,41888361,-1
1781,33788435,-1
692,30696667,-1
2031,39554471,-1
117,69566220,-1
1377,38389144,-1
692,81734195,-1
1566,66672554,-1
1950,68198220,-1
1119,33767929,-1
966,48244733,-1
121,50256073,-1
369,27084796,-1
1468,34806313,-1
191,42745229,-1
1119,6834543,-1
1119,60835288,-1
206,27673766,-1
74,69594647,-1
231,3614357,-1
1468,25997047,-1
1566,32618842,-1
432,21697642,-1
302,16111526,-1
1566,55971411,-1
1338,54794907,-1
1119,75232277,-1
2205,76383765,-1
1904,33118606,-1
1377,64593552,-1
1925,15503106,-1
1415,7253583,-1
1291,81346749,-1
1940,1632106,-1
191,30051222,-1
173,44454361,-1
561,46453914,-1
561,28733354,-1
1044,2434164,-1
727,64652103,-1
1415,2623890,-1
2013,10043610,-1
117,16378403,-1
846,36730435,-1
2169,74429778,-1
529,65091031,-1
231,10786589,-1
692,9264217,-1
1566,21188247,-1
1119,47106906,-1
389,5962853,-1
932,36996612,-1
519,17392171,-1
411,41647369,-1
173,25481576,-1
117,17830330,-1
1468,10558606,-1
1940,64638522,-1
1966,40164223,-1
1950,48744873,-1
1119,45382474,-1
1119,49305564,-1
1119,68782829,-1
191,36878007,-1
916,59835082,-1
2118,75676547,-1
1377,36960064,-1
1291,59301800,-1
2068,39541354,-1
1483,56503332,-1
173,12660631,-1
1530,58470992,1
1918,23209692,-1
519,38874648,-1
1379,27947732,-1
914,61851225,-1
432,53752106,-1
914,19578766,-1
1379,72802286,-1
692,31735280,-1
2118,50543550,-1
1119,7120407,-1
1566,30991945,-1
846,51459113,-1
543,34433628,-1
70,29060828,-1
411,5292238,-1
121,70156354,-1
1635,34619371,-1
1044,72972580,-1
